id,fecha,modulo,descripcion,rol_usuario,sede
2587,3/19/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Enfermeria,Ambato
2588,11/26/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Cuenca
2589,8/3/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Quito
2590,4/2/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Quito
2591,11/26/2025,Portal Citas,Tiempo de espera en el portal supera los 21s en horas pico,Paciente,Ambato
2592,7/4/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Guayaquil
2593,2/12/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Guayaquil
2594,6/19/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Medico,Guayaquil
2595,12/13/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Quito
2596,10/23/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Admision,Manta
2597,2/3/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Guayaquil
2598,11/5/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Ambato
2599,5/13/2025,Reportes Gerenciales,El reporte de ocupacion hospitalaria no se actualiza automaticamente,Gerencia,Quito
2600,11/30/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Guayaquil
2601,4/2/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Ambato
2602,1/20/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Quito
2603,5/1/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Cuenca
2604,6/14/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Guayaquil
2605,6/16/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Quito
2606,12/11/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Manta
2607,11/25/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 35s,Enfermeria,Guayaquil
2608,8/5/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Enfermeria,Cuenca
2609,2/4/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Admision,Cuenca
2610,8/16/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Paciente,Quito
2611,6/9/2025,Facturacion,Factura duplicada al reintentar pago,Admision,Manta
2612,1/22/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Enfermeria,Quito
2613,8/28/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Enfermeria,Quito
2614,2/25/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Quito
2615,2/22/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 20s,Medico,Quito
2616,8/17/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Cuenca
2617,4/24/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Guayaquil
2618,11/29/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Cuenca
2619,1/23/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Quito
2620,6/27/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Paciente,Cuenca
2621,7/9/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Guayaquil
2622,7/8/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 33s,Paciente,Guayaquil
2623,2/15/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Guayaquil
2624,2/17/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Medico,Ambato
2625,9/17/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Quito
2626,1/9/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Ambato
2627,4/17/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Cuenca
2628,7/25/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Guayaquil
2629,12/13/2025,Reportes Gerenciales,El reporte de ocupacion hospitalaria no se actualiza automaticamente,Gerencia,Cuenca
2630,9/3/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Quito
2631,1/26/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Quito
2632,11/28/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Paciente,Quito
2633,2/23/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Manta
2634,8/30/2025,Facturacion,Factura duplicada al reintentar pago,Admision,Quito
2635,11/7/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Cuenca
2636,6/18/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Ambato
2637,8/29/2025,Facturacion,Retraso de 35s al procesar el pago con tarjeta de credito,Paciente,Cuenca
2638,9/17/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Paciente,Quito
2639,11/5/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Guayaquil
2640,6/20/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Cuenca
2641,2/19/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Enfermeria,Ambato
2642,2/25/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 23s,Enfermeria,Ambato
2643,4/25/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Cuenca
2644,8/15/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Ambato
2645,11/21/2025,HCE,Nota de evolucion tarda 27s en guardarse,Medico,Quito
2646,7/18/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Guayaquil
2647,12/8/2025,Telemedicina,Videollamada se corta a los 5 minutos,Paciente,Quito
2648,6/5/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Farmacia,Guayaquil
2649,7/19/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Guayaquil
2650,8/5/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Enfermeria,Quito
2651,8/30/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Quito
2652,8/14/2025,Reportes Gerenciales,El reporte de ocupacion hospitalaria no se actualiza automaticamente,Gerencia,Ambato
2653,5/15/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Guayaquil
2654,6/28/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Admision,Quito
2655,8/11/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Manta
2656,3/10/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Ambato
2657,10/5/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Admision,Manta
2658,10/14/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Quito
2659,6/17/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Admision,Quito
2660,1/12/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 31s,Enfermeria,Ambato
2661,8/19/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Guayaquil
2662,9/30/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Paciente,Ambato
2663,7/6/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Guayaquil
2664,10/19/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Paciente,Manta
2665,12/4/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Paciente,Cuenca
2666,5/6/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Enfermeria,Quito
2667,9/18/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Quito
2668,2/16/2025,HCE,Tiempo de carga de la ficha clinica supera los 21s en horas pico,Medico,Quito
2669,11/9/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Enfermeria,Cuenca
2670,1/8/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Quito
2671,4/19/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Manta
2672,6/16/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Quito
2673,10/1/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Manta
2674,1/11/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Admision,Guayaquil
2675,7/25/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Guayaquil
2676,6/2/2025,Facturacion,Error de calculo en el copago del seguro medico,Admision,Quito
2677,7/31/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Enfermeria,Guayaquil
2678,4/27/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Ambato
2679,11/9/2025,HCE,Nota de evolucion tarda 26s en guardarse,Enfermeria,Quito
2680,3/30/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Quito
2681,3/14/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Enfermeria,Manta
2682,5/18/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Guayaquil
2683,3/21/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Ambato
2684,3/7/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Paciente,Quito
2685,3/29/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Enfermeria,Guayaquil
2686,4/3/2025,Portal Citas,Usuario no logra agendar tras 3 intentos,Paciente,Quito
2687,8/3/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Quito
2688,8/5/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Quito
2689,12/9/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Guayaquil
2690,7/1/2025,Facturacion,Retraso de 11s al procesar el pago con tarjeta de credito,Paciente,Guayaquil
2691,12/16/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Paciente,Manta
2692,10/8/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Paciente,Manta
2693,3/3/2025,Facturacion,El sistema no permite anular una factura emitida por error,Paciente,Ambato
2694,3/25/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Medico,Ambato
2695,1/11/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Paciente,Cuenca
2696,11/12/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Paciente,Ambato
2697,10/5/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Guayaquil
2698,3/19/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Ambato
2699,1/25/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Cuenca
2700,5/28/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Cuenca
2701,6/4/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 24s,Medico,Quito
2702,11/24/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Enfermeria,Cuenca
2703,1/25/2025,HCE,Nota de evolucion tarda 12s en guardarse,Enfermeria,Cuenca
2704,8/8/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Admision,Ambato
2705,1/31/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Quito
2706,11/1/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Cuenca
2707,8/25/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Medico,Quito
2708,5/20/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Manta
2709,2/8/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Cuenca
2710,8/20/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Quito
2711,5/31/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Medico,Quito
2712,2/23/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Quito
2713,7/9/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Manta
2714,8/4/2025,Facturacion,Factura duplicada al reintentar pago,Admision,Cuenca
2715,9/10/2025,HCE,Nota de evolucion tarda 15s en guardarse,Enfermeria,Guayaquil
2716,10/7/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Ambato
2717,10/7/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Quito
2718,9/24/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Enfermeria,Guayaquil
2719,10/18/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Guayaquil
2720,4/9/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Cuenca
2721,10/12/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Admision,Guayaquil
2722,10/1/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Quito
2723,10/9/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Guayaquil
2724,2/16/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Paciente,Quito
2725,3/1/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Medico,Quito
2726,6/7/2025,Portal Citas,Usuario no logra agendar tras 5 intentos,Admision,Quito
2727,7/19/2025,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Paciente,Ambato
2728,5/10/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Paciente,Guayaquil
2729,6/13/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Quito
2730,4/22/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Manta
2731,5/9/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Admision,Cuenca
2732,4/23/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Admision,Guayaquil
2733,1/14/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Ambato
2734,4/23/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Cuenca
2735,9/4/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Guayaquil
2736,7/4/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Medico,Manta
2737,11/28/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Admision,Guayaquil
2738,9/5/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Admision,Quito
2739,5/9/2025,Facturacion,Retraso de 33s al procesar el pago con tarjeta de credito,Admision,Quito
2740,10/30/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Guayaquil
2741,10/21/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Medico,Quito
2742,2/14/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Paciente,Guayaquil
2743,5/4/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Paciente,Cuenca
2744,10/1/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Medico,Quito
2745,1/14/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Farmacia,Guayaquil
2746,4/26/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Guayaquil
2747,4/23/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Paciente,Quito
2748,8/30/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Paciente,Ambato
2749,2/28/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Farmacia,Quito
2750,6/30/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Enfermeria,Ambato
2751,5/24/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Enfermeria,Manta
2752,4/11/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Guayaquil
2753,3/30/2025,HCE,Tiempo de carga de la ficha clinica supera los 25s en horas pico,Enfermeria,Manta
2754,6/27/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Enfermeria,Guayaquil
2755,2/7/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Quito
2756,9/6/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Quito
2757,10/21/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Farmacia,Guayaquil
2758,6/5/2025,HCE,Nota de evolucion tarda 33s en guardarse,Enfermeria,Quito
2759,4/28/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Ambato
2760,2/16/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Medico,Quito
2761,12/17/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Enfermeria,Guayaquil
2762,6/4/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Medico,Guayaquil
2763,10/19/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 27s,Medico,Cuenca
2764,12/19/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Enfermeria,Quito
2765,5/25/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Paciente,Guayaquil
2766,1/14/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Manta
2767,6/11/2025,Portal Citas,Usuario no logra agendar tras 4 intentos,Paciente,Guayaquil
2768,10/28/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Enfermeria,Cuenca
2769,3/5/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Guayaquil
2770,8/31/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 29s,Paciente,Quito
2771,4/20/2025,Laboratorio,Retraso de 27s en la disponibilidad de resultados criticos,Medico,Cuenca
2772,11/8/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Paciente,Cuenca
2773,7/27/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Admision,Quito
2774,4/27/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 16s,Medico,Cuenca
2775,2/27/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Guayaquil
2776,7/16/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Quito
2777,11/20/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Medico,Quito
2778,12/7/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Manta
2779,8/13/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 28s,Medico,Cuenca
2780,10/19/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Admision,Quito
2781,4/21/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Guayaquil
2782,5/6/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Guayaquil
2783,8/13/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Ambato
2784,7/14/2025,Facturacion,Retraso de 19s al procesar el pago con tarjeta de credito,Admision,Guayaquil
2785,12/19/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Guayaquil
2786,6/6/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Cuenca
2787,3/4/2025,Facturacion,El sistema no permite anular una factura emitida por error,Paciente,Cuenca
2788,6/5/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Guayaquil
2789,10/16/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Quito
2790,11/11/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Manta
2791,2/3/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Quito
2792,3/18/2025,Reportes Gerenciales,Tiempo de generacion del reporte mensual supera los 34 minutos,Gerencia,Guayaquil
2793,8/14/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Manta
2794,6/8/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Quito
2795,12/6/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Quito
2796,11/22/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Quito
2797,1/30/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Paciente,Guayaquil
2798,5/30/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Quito
2799,11/17/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Guayaquil
2800,8/17/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 25s,Medico,Guayaquil
2801,10/10/2025,HCE,Tiempo de carga de la ficha clinica supera los 23s en horas pico,Medico,Ambato
2802,7/19/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Paciente,Ambato
2803,6/9/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Admision,Quito
2804,7/24/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Ambato
2805,8/12/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Medico,Quito
2806,10/30/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Medico,Cuenca
2807,2/15/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Quito
2808,11/8/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Quito
2809,4/24/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Enfermeria,Ambato
2810,5/19/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Cuenca
2811,4/27/2025,HCE,Nota de evolucion tarda 23s en guardarse,Enfermeria,Cuenca
2812,1/14/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Quito
2813,3/9/2025,HCE,Tiempo de carga de la ficha clinica supera los 18s en horas pico,Enfermeria,Manta
2814,8/8/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Quito
2815,4/21/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Quito
2816,4/6/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Quito
2817,10/28/2025,Reportes Gerenciales,El dashboard de indicadores no refleja los datos del ultimo cierre,Gerencia,Quito
2818,7/10/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Enfermeria,Guayaquil
2819,3/10/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Enfermeria,Manta
2820,6/7/2025,Reportes Gerenciales,Tiempo de generacion del reporte mensual supera los 26 minutos,Gerencia,Quito
2821,8/27/2025,Laboratorio,Retraso de 19s en la disponibilidad de resultados criticos,Enfermeria,Quito
2822,11/27/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Paciente,Ambato
2823,3/13/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Enfermeria,Guayaquil
2824,8/6/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Ambato
2825,3/30/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Manta
2826,3/31/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Paciente,Quito
2827,6/22/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Guayaquil
2828,7/14/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Paciente,Quito
2829,3/15/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 11s,Paciente,Cuenca
2830,11/22/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Guayaquil
2831,8/20/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Quito
2832,2/10/2025,Portal Citas,Tiempo de espera en el portal supera los 30s en horas pico,Paciente,Guayaquil
2833,9/6/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Ambato
2834,10/11/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Quito
2835,9/12/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Enfermeria,Ambato
2836,12/4/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Quito
2837,3/27/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Paciente,Guayaquil
2838,11/28/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Cuenca
2839,2/17/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Cuenca
2840,7/11/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 35s,Enfermeria,Quito
2841,8/20/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Quito
2842,3/14/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Guayaquil
2843,1/21/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Guayaquil
2844,9/20/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Guayaquil
2845,8/16/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Cuenca
2846,3/25/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Guayaquil
2847,2/1/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Quito
2848,1/23/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Ambato
2849,7/25/2025,Portal Citas,Tiempo de espera en el portal supera los 24s en horas pico,Paciente,Quito
2850,10/26/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Ambato
2851,5/13/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Enfermeria,Cuenca
2852,11/22/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Guayaquil
2853,4/14/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Guayaquil
2854,5/4/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Guayaquil
2855,5/11/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Paciente,Quito
2856,10/1/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Cuenca
2857,1/22/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Medico,Quito
2858,8/27/2025,Portal Citas,Usuario no logra agendar tras 4 intentos,Admision,Manta
2859,9/10/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Ambato
2860,11/23/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Medico,Quito
2861,12/3/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Guayaquil
2862,10/12/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Medico,Guayaquil
2863,2/7/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Manta
2864,8/6/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Paciente,Quito
2865,10/24/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Paciente,Ambato
